!AIVDM,1,1,,B,I3MB8hSC3bWV9LpIqJn8`JU@`8iu,0*1A|25|0|232032450|0|0|0|0|128:d30ea9e625ce19e5ad88a1a950a08c7d
!AIVDM,1,1,,B,I3MB8hSC3bWV9LpIqJn8`JU@`8iu,0*1A|25|0|232032450|0|0|0|0|128:d30ea9e625ce19e5ad88a1a950a08c7d
!AIVDM,1,1,,B,I3cc;m4uvh5SwhIA4000000,2*11|25|0|247122900|0|1|0|15867|80:0163ff06511000000000
!AIVDM,1,1,,A,I8Lg9h000000k=bI@Lila0O5:w02,0*3D|25|0|567003584|0|0|0|0|128:00000000ccda9941cc74a407c52bf002
!AIVDM,1,1,,B,I3ch:v4uvh5a45844000000,2*28|25|0|247204600|0|1|0|15867|80:01691052041000000000
!AIVDM,1,1,,A,I3MB8hQip4`N8SmdBPhBtUPbQAot,0*13|25|0|232032450|0|0|0|0|128:71e04a1e223d6c4a0c12f2582a851dfc
!AIVDM,1,1,,A,I3MB8hQip4`N8SmdBPhBtUPbQAot,0*13|25|0|232032450|0|0|0|0|128:71e04a1e223d6c4a0c12f2582a851dfc
!AIVDM,1,1,,A,I6149<QsPj@HDH><miCU<MwthQ4=,0*17|25|0|403769650|0|0|0|0|128:7b83241851838cd714e531dffcc2110d
!AIVDM,1,1,,B,I3MB8hRP>eec=kIl<ObH5R:ceBKS,0*74|25|0|232032450|0|0|0|0|128:a03adb6b37367431fa981622abb526e3
!AIVDM,1,1,,B,I3MB8hRP>eec=kIl<ObH5R:ceBKS,0*74|25|0|232032450|0|0|0|0|128:a03adb6b37367431fa981622abb526e3
!AIVDM,1,1,,A,I8Lg9h000000k=bI@Lila0O5:w02,0*3D|25|0|567003584|0|0|0|0|128:00000000ccda9941cc74a407c52bf002
!AIVDM,1,1,,A,I3MB8hSNOrKGJlm9Rq`vOS39TFb=,0*33|25|0|232032450|0|0|0|0|128:de7fa6d76b4d498b9a3e7e30c9916a8d
!AIVDM,1,1,,B,I614SE2gp:G5F6MEad@nK0W44ArT,0*3C|25|0|403776340|0|0|0|0|128:afe0a5c5586755a6c4366c09c4111ea4
!AIVDM,1,1,,A,I3MB8hSNOrKGJlm9Rq`vOS39TFb=,0*33|25|0|232032450|0|0|0|0|128:de7fa6d76b4d498b9a3e7e30c9916a8d
!AIVDM,1,1,,B,I3MB8hR2vLqU=w<;8oC?dJU;@@I=,0*2C|25|0|232032450|0|0|0|0|128:82f9ce6537f30b2374cfb1a94b41064d
