NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|SEQNO|DEST|RETRANS|DAC|FID|SUB
||!AIVDM,1,1,,A,6NjCJckfJjOt>db70104@00,2*00|6|1|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jHCH00SJFd>da5@004P00,2*17|6|0|992351072|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jQMKP0V:C0>da3P000P000,0*64|6|0|992501102|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHCO@0SJFd>da5HA00P00,2*1E|6|0|992351101|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6>jCJ`@0RrTp>da49U00P00,2*6B|6|0|992271009|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jQM600V:C0>da5P104P00,2*4B|6|0|992501016|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHC@00SJFd>da4@000P00,2*1A|6|0|992351040|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jHCQ@0V:C0>db4`CQvP00,2*2B|6|0|992351109|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHCQ@0V:C0>db4`CQvP00,2*28|6|0|992351109|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHCW@0V:C0>da4h600P>0,2*7A|6|0|992351133|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6NjHC@00SJFd>da4@000P00,2*6A|6|1|992351040|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6>jCJa00RrTl>db9h204T00,2*3E|6|0|992271012|0|2288205|0|235|10|
||!AIVDM,1,1,,A,6>jHDOP0SIdd>db;QC00P70,2*39|6|0|992351358|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jHn>@0SIdd>db;pl00P000,0*49|6|0|992359993|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6NjCN<3dU7Kt>da5h104R00,2*0F|6|1|992271920|0|992288191|0|235|10|
||!AIVDM,1,1,,B,6>jCJd@0RrU0>db:0>04P00,2*45|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jCKIkfJjOt>db<8c00P00,2*1E|6|0|992271207|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>jCJd@0RrU0>db:0>04P00,2*46|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6>jQMG@0V:C0>da1P104P00,2*4E|6|0|992501085|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHCM00SJFd>da70000p00,2*44|6|0|992351092|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6NjCJd@0RrU0>db:0>04P00,2*36|6|1|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6>jCJ`P0RrTp>da70K04P80,2*63|6|0|992271010|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jQMP00V:C0>da47w00000,2*69|6|0|992501120|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHCJP0SJFd>da2h001P00,2*5F|6|0|992351082|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jQN0P0V:C0>da5@500P00,2*3D|6|0|992501250|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6NjHCLP0SJFd>da30000P000,0*43|6|1|992351090|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jHCM@0Soad>da28C00P00,2*6B|6|0|992351093|0|2350747|0|235|10|
||!AIVDM,1,1,,B,6>jHCM@0Soad>da28C00P00,2*68|6|0|992351093|0|2350747|0|235|10|
||!AIVDM,1,1,,B,6>jCJeP0RrU0>db>h104P00,2*07|6|0|992271030|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6NjCKn@0RrSt>da4@104P00,2*0E|6|1|992271321|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jCJWh0RrTp>db<0w04p00,2*70|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jHCKh0SJFd>da38@02P00,2*47|6|0|992351087|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jCJWh0RrTp>db<0w04p00,2*73|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6fjCKoh0RrTL>db60104R00,2*43|6|2|992271327|0|2288199|0|235|10|
||!AIVDM,1,1,,A,6NjCJWh0RrTp>db<0w04p00,2*03|6|1|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jQMHP0V:C0>da4P000P>00,0*6E|6|0|992501090|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCKNCfJjOt>da2`S00P00,2*54|6|0|992271225|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jCJaP0RrTl>db;@n00P00,2*28|6|0|992271014|0|2288205|0|235|10|
||!AIVDM,1,1,,B,6NjCKnP0RrSt>db:h104b00,2*09|6|1|992271322|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jCKo00RrTL>db:0104P00,2*4D|6|0|992271324|0|2288199|0|235|10|
||!AIVDM,1,1,,B,6>jCJe00RrU0>da5P@04P00,2*26|6|0|992271028|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6NjCKmh0RrSt>db>h104P00,2*04|6|1|992271319|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6fjCKmh0RrSt>db>h104P00,2*2C|6|2|992271319|0|2288191|0|235|10|
||!AIVDM,1,1,,A,6>jCNK@0Revp>da7@T00000,2*69|6|0|992271981|0|2275310|0|235|10|
||!AIVDM,1,1,,B,6>jQMOh0V:C0>da3h104P00,2*54|6|0|992501119|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCKOCfJjOt>da38=00P00,2*62|6|0|992271229|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>jCNBh0000<>db2P104000,2*02|6|0|992271947|0|3|0|235|10|
||!AIVDM,1,1,,A,6>jQM700V:C0>da5h000P600,0*40|6|0|992501020|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQM7P0V:C0>da5P000P000,0*1E|6|0|992501022|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCKNkfJjOt>da5`i00P00,2*41|6|0|992271227|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>jCJbP0RrT<>db:0604P00,2*55|6|0|992271018|0|2288195|0|235|10|
||!AIVDM,1,1,,B,6NjCKnh0RrSt>da50104P00,2*57|6|1|992271323|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jCJckfJjOt>db50104@00,2*71|6|0|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>jQMA@0V:C0>da40000P600,0*1F|6|0|992501061|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQML00V:C0>da3h000P>00,0*35|6|0|992501104|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQMJP0V:C0>da5@000P800,0*7B|6|0|992501098|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHD2@0V:C0>da2P1@rP00,2*1D|6|0|992351241|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHD2@0V:C0>da2P1@rP00,2*1E|6|0|992351241|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHDO@0SIdd>db<0100P000,0*08|6|0|992351357|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jHn?@0SIdd>db:`l00P000,0*59|6|0|992359997|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jQMPh0V:C0>db68?RVP00,2*13|6|0|992501123|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQM800V:C0>da7@000P800,0*6B|6|0|992501024|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQN=@0V:C0>da80002P>00,0*66|6|0|992501301|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHCWP0V:C0>da5@000P600,0*7F|6|0|992351134|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCNA00RrU0>da2IO00P00,2*10|6|0|992271940|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6>jCNA00RrU0>da2IO00P00,2*13|6|0|992271940|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jQMMP0V:C0>da5h600P00,2*68|6|0|992501110|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQM8@0V:C0>da4P000`600,0*36|6|0|992501025|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>j9dfP00004>da1P000P10,2*22|6|0|992111802|0|1|0|235|10|
||!AIVDM,1,1,,B,6>jHn=h0SIdd>db;pj00P000,0*67|6|0|992359991|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jHn>00SIdd>db<pt00P000,0*25|6|0|992359992|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jCN?h0RrT`>db6@104P00,2*10|6|0|992271935|0|2288202|0|235|10|
||!AIVDM,1,1,,A,6>lEM:l00000>d`uP0000000,0*03|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,B,6>jHDP00SIdd>db:pj00P000,0*79|6|0|992351360|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jCKq00Rf14>db@@1@4P80,2*28|6|0|992271332|0|2275345|0|235|10|
||!AIVDM,1,1,,B,6NjCKL00Rep0>db4P104P00,2*3F|6|1|992271216|0|2275200|0|235|10|
||!AIVDM,1,1,,A,6NjCJdP0RrT<>db>@10HP80,2*24|6|1|992271026|0|2288195|0|235|10|
||!AIVDM,1,1,,B,6>jAUp000000>da5h000P000,0*15|6|0|992241120|0|0|0|235|10|
||!AIVDM,1,1,,B,6>jCJbh0000<>db:h100Q00,2*70|6|0|992271019|0|3|0|235|10|
||!AIVDM,1,1,,B,6>mRpJh00008>da1P000@00,2*50|6|0|995670123|0|2|0|235|10|
||!AIVDM,1,1,,B,6>jCN8h0Rf2D>db;0104P00,2*3C|6|0|992271907|0|2275365|0|235|10|
||!AIVDM,1,1,,B,6>jAUs000000>da5P000P000,0*2E|6|0|992241132|0|0|0|235|10|
||!AIVDM,1,1,,A,6>jHC@00SJFd>da4@000P00,2*19|6|0|992351040|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6>jAUv@00000>da50000P000,0*3B|6|0|992241145|0|0|0|235|10|
||!AIVDM,1,1,,B,6>jHn?00SIdd>db:pk00`000,0*0D|6|0|992359996|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jAV0@00000>da`0000P000,0*2B|6|0|992241153|0|0|0|235|10|
||!AIVDM,1,1,,B,6>jHn>h0SIdd>db<8k00P000,0*2A|6|0|992359995|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6NjCN<3dU7Kt>da5P104R00,2*34|6|1|992271920|0|992288191|0|235|10|
||!AIVDM,1,1,,B,6>jQMAP0V:C0>da4h700P60,2*61|6|0|992501062|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCKHh00004>da3Hi00P00,2*20|6|0|992271203|0|1|0|235|10|
||!AIVDM,1,1,,A,6fjCN;h0RrSt>db:h104R00,2*7A|6|2|992271919|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jQMK00V:C0>da5h002P600,0*3D|6|0|992501100|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCJb@0RrT<>db8@104P00,2*33|6|0|992271017|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>mRt?P00000>d`uh000@>00,0*53|6|0|995671102|0|0|0|235|10|
||!AIVDM,1,1,,B,6>mRt?P00000>d`uh000@>00,0*50|6|0|995671102|0|0|0|235|10|
||!AIVDM,1,1,,B,6>jCJah0RrSd>db;0104P00,2*34|6|0|992271015|0|2288187|0|235|10|
||!AIVDM,1,1,,B,6>jCNE3dTrpL>das0104P00,2*5D|6|0|992271956|0|992275335|0|235|10|
||!AIVDM,1,1,,B,6>lETtge5I@4>d`w00000000,0*63|6|0|994403570|3|994403585|0|235|10|
||!AIVDM,1,1,,B,6>mRpK000008>da1h000@00,2*31|6|0|995670124|0|2|0|235|10|
||!AIVDM,1,1,,A,6>jAUrP00000>d`t0000P000,0*6C|6|0|992241130|0|0|0|235|10|
||!AIVDM,1,1,,A,6NjCKn@0RrSt>da6P104P00,2*1F|6|1|992271321|0|2288191|0|235|10|
||!AIVDM,1,1,,A,6>jCKkh0RrTH>d`0@1ALP00,2*67|6|0|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCKkh0RrTH>d`0@1ALP00,2*64|6|0|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6>jCN=P0RrTp>da8q<00P00,2*0C|6|0|992271926|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6NjCKkh0RrTH>d`0@1ALP00,2*17|6|1|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6NjCKkh0RrTH>d`0@1ALP00,2*14|6|1|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6>jHC800V:C0>da6@000P600,0*73|6|0|992351008|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHC800V:C0>da6@000P600,0*70|6|0|992351008|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCKl@0RrTH>d`0@1@p@:0,2*1F|6|1|992271313|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCKJ00000<>db30100P00,2*51|6|0|992271208|0|3|0|235|10|
||!AIVDM,1,1,,A,6>jCJ`h0RrTp>da50104P00,2*28|6|0|992271011|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jCN:P0RrTp>da49D00P00,2*37|6|0|992271914|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jQM6h0V:C0>db;pSS@P600,0*7F|6|0|992501019|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQM7P0V:C0>da5P000P000,0*1D|6|0|992501022|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6NjCKM00Rep0>db6@104P00,2*2C|6|1|992271220|0|2275200|0|235|10|
||!AIVDM,1,1,,B,6>jCJhh0Rf2D>db9P104P00,2*0A|6|0|992271043|0|2275365|0|235|10|
||!AIVDM,1,1,,A,6NjCKnP0RrSt>db;0104b00,2*53|6|1|992271322|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jCKlh0Rf0L>db4h100P00,2*34|6|0|992271315|0|2275335|0|235|10|
||!AIVDM,1,1,,A,6>jCNK@0Revp>da70T00000,2*19|6|0|992271981|0|2275310|0|235|10|
||!AIVDM,1,1,,B,6>mRpLP00008>da1h000@10,2*57|6|0|995670130|0|2|0|235|10|
||!AIVDM,1,1,,B,6>jQMOP0V:C0>da60700P00,2*33|6|0|992501118|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCKOCfJjOt>da38@00P00,2*1C|6|0|992271229|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jCKNkfJjOt>da5`h00P00,2*43|6|0|992271227|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jCJhP0Rf14>db>P104P00,2*46|6|0|992271042|0|2275345|0|235|10|
||!AIVDM,1,1,,A,6NjCKnh0RrSt>da5@104P00,2*24|6|1|992271323|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jHDOP0SIdd>db;QC00P70,2*3A|6|0|992351358|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jHn>@0SIdd>db;Hi00P000,0*77|6|0|992359993|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>lEM:l00000>d`uP0000000,0*00|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,A,6NjCJckfJjOt>db7@104@00,2*70|6|1|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jCLB00000<>db9@104P00,2*20|6|0|992271432|0|3|0|235|10|
||!AIVDM,1,1,,A,6>jCJ`@0RrTp>da49U00P00,2*68|6|0|992271009|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jQN0P0V:C0>da5@600P00,2*3D|6|0|992501250|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHC@00SJFd>da40000P00,2*6A|6|0|992351040|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6NjHC@00SJFd>da40000P00,2*1A|6|1|992351040|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6>jHDOh0SIdd>db:Hf00P100,0*0B|6|0|992351359|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jQMfP0V:C0>da90600P80,2*1C|6|0|992501178|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJa00RrTl>db9h204T00,2*3D|6|0|992271012|0|2288205|0|235|10|
||!AIVDM,1,1,,B,6>jHn>P0SIdd>db;Hm00P000,0*63|6|0|992359994|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jCJd@0RrU0>db:P:04P00,2*22|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6>jQM?@0V:C0>da5h000P600,0*3B|6|0|992501053|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCJd@0RrU0>db:P:04P00,2*21|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jCJ`P0RrTp>da70K04P80,2*60|6|0|992271010|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jCJeP0RrU0>db>h104P00,2*04|6|0|992271030|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jCJWh0RrTp>db9Pw04p00,2*16|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6NjCKl@0RrTH>d`0@1@p@:0,2*1C|6|1|992271313|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCJWh0RrTp>db9Pw04p00,2*15|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jQM700V:C0>da5h000P600,0*43|6|0|992501020|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJaP0RrTl>db8hU00P00,2*3B|6|0|992271014|0|2288205|0|235|10|
||!AIVDM,1,1,,A,6>jAUTd00000>da2D@A00800,0*24|6|0|992241042|3|0|0|235|10|
||!AIVDM,1,1,,A,6>jCJe00RrU0>da60G04P00,2*41|6|0|992271028|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6>jCNBh0000<>db2P104000,2*01|6|0|992271947|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jCN7P0RrT@>da20104000,2*17|6|0|992271902|0|2288196|0|235|10|
||!AIVDM,1,1,,B,6>j9dfP00004>da1P000P10,2*21|6|0|992111802|0|1|0|235|10|
||!AIVDM,1,1,,B,6>jCJckfJjOt>db5P104@00,2*11|6|0|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>lEM:l00000>d`u@0000000,0*10|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,B,6>jQM800V:C0>da7h000P800,0*40|6|0|992501024|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQN=@0V:C0>da80002P>00,0*65|6|0|992501301|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQM:00V:C0>da2@700P>00,0*6E|6|0|992501032|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQMA@0V:C0>da40000P600,0*1C|6|0|992501061|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCKIkfJjOt>db<Hc00P00,2*6D|6|0|992271207|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jQML00V:C0>da40000P>00,0*69|6|0|992501104|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQMJP0V:C0>da9@000P800,0*74|6|0|992501098|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCN:kdU7LL>db7h104b00,2*2F|6|0|992271915|0|992288199|0|235|10|
||!AIVDM,1,1,,B,6>jQM8@0V:C0>da4P000`600,0*35|6|0|992501025|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jAUT`00000>da2D@A80800,0*28|6|0|992241042|2|0|0|235|10|
||!AIVDM,1,1,,A,6>jQMfh0V:C0>dbCP104@00,2*25|6|0|992501179|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHn?00SIdd>db:`k00P000,0*2E|6|0|992359996|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jCN?h0RrT`>db6@104P00,2*13|6|0|992271935|0|2288202|0|235|10|
||!AIVDM,1,1,,B,6>lEM:t00000>d`v00000000,0*7B|6|0|994401579|3|0|0|235|10|
||!AIVDM,1,1,,A,6>jLus000004>da5@000@00,2*36|6|0|992427500|0|1|0|235|10|
||!AIVDM,1,1,,A,6>lEM:l00000>d`v00000000,0*60|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,A,6>jQMAP0V:C0>da4h600P60,2*63|6|0|992501062|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>mW@K@00000>da1@000@00,2*57|6|0|995741805|0|0|0|235|10|
||!AIVDM,1,1,,A,6vjCJVP0RrT<>da4b002P00,2*76|6|3|992271002|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jQMI@0V:C0>db8pcRLP00,2*21|6|0|992501093|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQMgh0V:C0>db4`F04P00,2*04|6|0|992501183|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHC800V:C0>da6h000P600,0*58|6|0|992351008|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHC800V:C0>da6h000P600,0*5B|6|0|992351008|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJdP0RrT<>db>h10HP80,2*7C|6|0|992271026|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jCJbh0000<>db8P100Q00,2*49|6|0|992271019|0|3|0|235|10|
||!AIVDM,1,1,,A,6>jCN8h0Rf2D>db;0104P00,2*3F|6|0|992271907|0|2275365|0|235|10|
||!AIVDM,1,1,,A,6>jAUs000000>da50000P000,0*4D|6|0|992241132|0|0|0|235|10|
||!AIVDM,1,1,,A,6>jAUu@00000>da6P000P000,0*58|6|0|992241141|0|0|0|235|10|
||!AIVDM,1,1,,A,6NjCJdP0RrT<>db>h10HP80,2*0C|6|1|992271026|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jAUv@00000>da5h000P000,0*60|6|0|992241145|0|0|0|235|10|
||!AIVDM,1,1,,A,6NjCJbh0000<>db8P100Q00,2*39|6|1|992271019|0|3|0|235|10|
||!AIVDM,1,1,,A,6>jAV0@00000>da`@000P000,0*58|6|0|992241153|0|0|0|235|10|
||!AIVDM,1,1,,A,6>jHn>00SIdd>db<8q00P000,0*6B|6|0|992359992|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jCKHh00004>da3Hi00P00,2*23|6|0|992271203|0|1|0|235|10|
||!AIVDM,1,1,,A,6>jHC700V:C0>da3lE@vP00,2*22|6|0|992351004|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJb@0RrT<>db8@104P00,2*30|6|0|992271017|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jHCJP0SJFd>da2h001P00,2*5C|6|0|992351082|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jQMg@0V:C0>dar8KPlP00,2*04|6|0|992501181|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQMwP0V:C0>db:h104Wh0,2*02|6|0|992501246|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQM6@0V:C0>db:0106PP0,2*36|6|0|992501017|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jAUrP00000>d`sh000P000,0*33|6|0|992241130|0|0|0|235|10|
||!AIVDM,1,1,,A,6>jCNE3dTrpL>das0104P00,2*5E|6|0|992271956|0|992275335|0|235|10|
||!AIVDM,1,1,,A,6>jQM900V:C0>da3D?A6P00,2*28|6|0|992501028|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjHCLP0SJFd>da30000P000,0*40|6|1|992351090|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jQM6P0V:C0>da7h104P00,2*12|6|0|992501018|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>lETtWe5I@4>d`vh0000000,0*0A|6|0|994403570|1|994403585|0|235|10|
||!AIVDM,1,1,,A,6>jQMB@0V:C0>db7@106P60,2*59|6|0|992501065|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCJb@0RrT<>db8@104P00,2*40|6|1|992271017|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6>jCKkh0RrTH>d`0@1@pP00,2*5A|6|0|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6NjCKkh0RrTH>d`0@1@pP00,2*2A|6|1|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCN=P0RrTp>da7q?00P00,2*03|6|0|992271926|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jCKJ00000<>db30100P00,2*52|6|0|992271208|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jCJ`h0RrTp>da4h104P00,2*72|6|0|992271011|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jQMJh0V:C0>db3`EQ8Q00,2*41|6|0|992501099|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCN:P0RrTp>da4IE00P00,2*45|6|0|992271914|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jCJhh0Rf2D>db9h104P00,2*31|6|0|992271043|0|2275365|0|235|10|
||!AIVDM,1,1,,A,6>jCKp@0Rf0L>db=0104P00,2*56|6|0|992271329|0|2275335|0|235|10|
||!AIVDM,1,1,,A,6>jCKlh0Rf0L>db4h100P00,2*37|6|0|992271315|0|2275335|0|235|10|
||!AIVDM,1,1,,B,6NjCKlP0RrTH>dbA@1TDP@0,2*35|6|1|992271314|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6>jHCA@0SJFd>da3Gt00P00,2*2C|6|0|992351045|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jHCKP0SJFd>da80000P00,2*0E|6|0|992351086|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jQM6h0V:C0>db;`VS@P600,0*69|6|0|992501019|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJhP0Rf14>db>P104P00,2*45|6|0|992271042|0|2275345|0|235|10|
||!AIVDM,1,1,,A,6>jCJckfJjOt>db50104@00,2*72|6|0|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>jQMfP0V:C0>da6h600P80,2*48|6|0|992501178|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jLus000004>da6h000@00,2*1E|6|0|992427500|0|1|0|235|10|
||!AIVDM,1,1,,B,6>jHCH00SJFd>da5P004P00,2*07|6|0|992351072|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jQMG@0V:C0>da1Pg04P00,2*1B|6|0|992501085|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQMP00V:C0>da47s00000,2*6E|6|0|992501120|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHCO@0SJFd>da5HB00P00,2*1D|6|0|992351101|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jHn>@0SIdd>db<8l00P000,0*06|6|0|992359993|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jCJd@0RrU0>db:P804P00,2*23|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6NjCN<3dU7Kt>da5h104R00,2*0C|6|1|992271920|0|992288191|0|235|10|
||!AIVDM,1,1,,A,6>jCJd@0RrU0>db:P804P00,2*20|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6fjCKo@0RrSt>da6h100P00,2*0A|6|2|992271325|0|2288191|0|235|10|
||!AIVDM,1,1,,A,6vjCN;h0RrSt>db:P104R00,2*52|6|3|992271919|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jHCM00SJFd>da7@000p00,2*34|6|0|992351092|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6>jCJ`P0RrTp>da;0K04P80,2*6F|6|0|992271010|0|2288206|0|235|10|
