NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|DAC|FID|
|!AIVDM,2,1,0,A,8@2<HV@0GhiG@1fS?IC:10dRnP3lUuFeQ?l?wnSwe7wvlOwwsAwwnSGm,0*47|!AIVDM,2,2,0,A,wvh0,0*4F|8|1|2300057|1|31|
|!AIVDM,2,1,2,B,805Gd`@0GjuoMp2?>h39?wvlFR06EuOwgs77wnSwe7wvlOwwsAwwnSGm,0*75|!AIVDM,2,2,2,B,wvh,2*7C|8|0|5631137|1|31|
|!AIVDM,2,1,8,B,805Gd`@0GjuoMp2?>h39?wvlFR06EuOwgs77wnSwe7wvlOwwsAwwnSGm,0*7F|!AIVDM,2,2,8,B,wvh,2*76|8|0|5631137|1|31|
|!AIVDM,2,1,4,B,8vjHD:P0Gh0<w1R6OiC;gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*04|!AIVDM,2,2,4,B,wvh0,0*48|8|3|992351274|1|31|
|!AIVDM,2,1,7,A,805Gd`@0GjuoMp2?>h39?wvlFR06EuOwgs77wnSwe7wvlOwwsAwwnSGm,0*73|!AIVDM,2,2,7,A,wvh,2*7A|8|0|5631137|1|31|
|!AIVDM,2,1,1,B,8vjHWR@0Gh0W@aN>5QC;gwvlFR06EuOwgrS?wnSwe7wvlOwwsAwwnSGm,0*0A|!AIVDM,2,2,1,B,wvh0,0*4D|8|3|992356233|1|31|
||!AIVDM,1,1,,B,8vjHWR@0Gh0W@aN>5QC;gwvlFR06EuOwgrS?wnSwe7wvlOwwsAwwnSGmwvh0,0*61|8|3|992356233|1|31|
|!AIVDM,2,1,2,B,8vjHWR@0Gh0W@aN>5QC;gwvlFR06EuOwgrS?wnSwe7wvlOwwsAwwnSGm,0*09|!AIVDM,2,2,2,B,wvh0,0*4E|8|3|992356233|1|31|
|!AIVDM,2,1,0,B,8vjHWR@0Gh0W@aN>5QC;gwvlFR06EuOwgrS?wnSwe7wvlOwwsAwwnSGm,0*0B|!AIVDM,2,2,0,B,wvh0,0*4C|8|3|992356233|1|31|
|!AIVDM,2,1,6,B,8vjHWR@0Gh0W@aN>5QC;gwvlFR06EuOwgrS?wnSwe7wvlOwwsAwwnSGm,0*0D|!AIVDM,2,2,6,B,wvh0,0*4A|8|3|992356233|1|31|
|!AIVDM,2,1,7,B,8vjHWR@0Gh0W@aN>5QC;gwvlFR06EuOwgrS?wnSwe7wvlOwwsAwwnSGm,0*0C|!AIVDM,2,2,7,B,wvh0,0*4B|8|3|992356233|1|31|
|!AIVDM,2,1,3,B,8vjHWR@0Gh0W@aN>5QC;gwvlFR06EuOwgrS?wnSwe7wvlOwwsAwwnSGm,0*08|!AIVDM,2,2,3,B,wvh0,0*4F|8|3|992356233|1|31|
|!AIVDM,2,1,6,B,8vjHD:P0Gh0<w1R6OiC;gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*06|!AIVDM,2,2,6,B,wvh0,0*4A|8|3|992351274|1|31|
|!AIVDM,2,1,2,B,8vjHD:P0Gh0<w1R6OiC;gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*02|!AIVDM,2,2,2,B,wvh0,0*4E|8|3|992351274|1|31|
|!AIVDM,2,1,5,B,8vjHD:P0Gh0<w1R6OiC;gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*05|!AIVDM,2,2,5,B,wvh0,0*49|8|3|992351274|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhRD9AdbL=C:P89pg606EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*2B|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,4,A,8@2R5Ph0GhG>lAVTmMC:gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*2F|!AIVDM,2,2,4,A,wvwt,0*10|8|1|2655619|1|31|
|!AIVDM,2,1,5,A,8@2<HV@0Ghf=>Qek9QC7gwvlFR06EuOwgwl?wnSwe7wvlOg12SwwnSAR,0*06|!AIVDM,2,2,5,A,wvh0,0*4A|8|1|2300057|1|31|
||!AIVDM,1,1,,B,8vjHWRP0Gh0s<iNCe9C;gwvlFR06EuOwgrU?wnSwe7wvlOwwsAwwnSGmwvh0,0*62|8|3|992356234|1|31|
|!AIVDM,2,1,4,B,8vjHWRP0Gh0s<iNCe9C;gwvlFR06EuOwgrU?wnSwe7wvlOwwsAwwnSGm,0*0C|!AIVDM,2,2,4,B,wvh0,0*48|8|3|992356234|1|31|
|!AIVDM,2,1,1,B,8vjHWRP0Gh0s<iNCe9C;gwvlFR06EuOwgrU?wnSwe7wvlOwwsAwwnSGm,0*09|!AIVDM,2,2,1,B,wvh0,0*4D|8|3|992356234|1|31|
|!AIVDM,2,1,5,B,8vjHWRP0Gh0s<iNCe9C;gwvlFR06EuOwgrU?wnSwe7wvlOwwsAwwnSGm,0*0D|!AIVDM,2,2,5,B,wvh0,0*49|8|3|992356234|1|31|
|!AIVDM,2,1,9,B,8vjHWRP0Gh0s<iNCe9C;gwvlFR06EuOwgrU?wnSwe7wvlOwwsAwwnSGm,0*01|!AIVDM,2,2,9,B,wvh0,0*45|8|3|992356234|1|31|
|!AIVDM,2,1,0,B,8@2<HV@0Ghf=>Qek9QC7gwvlFR06EuOwgwl?wnSwe7wvlOg12SwwnSAR,0*00|!AIVDM,2,2,0,B,wvh0,0*4C|8|1|2300057|1|31|
|!AIVDM,2,1,7,A,8@2<HV@0Ghefeaf3MqC;Qa4PFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*56|!AIVDM,2,2,7,A,wvh0,0*48|8|1|2300057|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhPs1icrhUC:P@BRD@85muFb>R0IwnSwe7wvlOwwsAwwnSGm,0*7C|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
|!AIVDM,2,1,6,B,8vjHWRP0Gh0s<iNCe9C;gwvlFR06EuOwgrU?wnSwe7wvlOwwsAwwnSGm,0*0E|!AIVDM,2,2,6,B,wvh0,0*4A|8|3|992356234|1|31|
|!AIVDM,2,1,0,B,8vjHWRP0Gh0s<iNCe9C;gwvlFR06EuOwgrU?wnSwe7wvlOwwsAwwnSGm,0*08|!AIVDM,2,2,0,B,wvh0,0*4C|8|3|992356234|1|31|
|!AIVDM,2,1,3,B,8vjHWRP0Gh0s<iNCe9C;gwvlFR06EuOwgrU?wnSwe7wvlOwwsAwwnSGm,0*0B|!AIVDM,2,2,3,B,wvh0,0*4F|8|3|992356234|1|31|
|!AIVDM,2,1,2,B,8@2<HV@0Ghefeaf3MqC;Qa4PFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*50|!AIVDM,2,2,2,B,wvh0,0*4E|8|1|2300057|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhSR4AeJDMC:P@Bin<94auOwgwl?wnSwe7wvlOwwsAwwnSGm,0*55|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8@2<HV@0GhefPAf5e1C7gwvlFR06EuOwgwl?wnSwe7wvlO;13AwwnSAJ,0*1A|!AIVDM,2,2,9,A,wvh0,0*46|8|1|2300057|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhGDiad5f=C:PhVPD09MmuFJ?wl?wnSwe7wvlOwwsAwwnSAd,0*36|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhGDiad5f=C:PhVPD09MmuFJ?wl?wnSwe7wvlOwwsAwwnSAdwvwt,0*00|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhGDiad5f=C:PhVPD09MmuFJ?wl?wnSwe7wvlOwwsAwwnSAd,0*39|!AIVDM,2,2,8,A,wvwt,0*1C|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhOCGQa2e5C:PhML;R06EuOwgr1IwnSwe7wvlOwwsAwwnSGm,0*25|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,5,B,8@2<HV@0GhefPAf5e1C7gwvlFR06EuOwgwl?wnSwe7wvlO;13AwwnSAJ,0*15|!AIVDM,2,2,5,B,wvh0,0*49|8|1|2300057|1|31|
|!AIVDM,2,1,0,A,8@2<HV@0Ghefeaf3Mq9LA@lMFP?E=uFCgwl?wnSwe7wvlOwwsAwwnSGm,0*13|!AIVDM,2,2,0,A,wvh0,0*4F|8|1|2300057|1|31|
|!AIVDM,2,1,7,B,8@2<HV@0Ghefeaf3Mq9LA@lMFP?E=uFCgwl?wnSwe7wvlOwwsAwwnSGm,0*17|!AIVDM,2,2,7,B,wvh0,0*4B|8|1|2300057|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhGguaUsD=C:POtLFR06EuOwgwl>10`21Q048WwwsAwwnSGmwvwt,0*3E|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2<HV@0Ghf8aAf?e1C9i0`OFP561uFcgwl?wnSwe7wvlOwwsAwwnSGm,0*01|!AIVDM,2,2,3,A,wvh0,0*4C|8|1|2300057|1|31|
|!AIVDM,2,1,4,A,8@2<HV@0Ghf<Oif@JiC;Pph`FP2tuuFMgwl?wnSwe7wvlOwwsAwwnSGm,0*7F|!AIVDM,2,2,4,A,wvh0,0*4B|8|1|2300057|1|31|
|!AIVDM,2,1,6,A,8@2<HV@0GhefkIf3TIC9iPtOnP6f1uFceWl?wnSwe7wvlOwwsAwwnSGm,0*33|!AIVDM,2,2,6,A,wvh0,0*49|8|1|2300057|1|31|
||!AIVDM,1,1,,B,8vjHWRh0Gh1DeiNDkaC;gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGmwvh0,0*67|8|3|992356235|1|31|
|!AIVDM,2,1,6,B,8vjHWRh0Gh1DeiNDkaC;gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*0B|!AIVDM,2,2,6,B,wvh0,0*4A|8|3|992356235|1|31|
|!AIVDM,2,1,7,B,8vjHWRh0Gh1DeiNDkaC;gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*0A|!AIVDM,2,2,7,B,wvh0,0*4B|8|3|992356235|1|31|
|!AIVDM,2,1,5,B,8vjHWRh0Gh1DeiNDkaC;gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*08|!AIVDM,2,2,5,B,wvh0,0*49|8|3|992356235|1|31|
|!AIVDM,2,1,1,B,8vjHWRh0Gh1DeiNDkaC;gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*0C|!AIVDM,2,2,1,B,wvh0,0*4D|8|3|992356235|1|31|
|!AIVDM,2,1,8,B,8vjHWRh0Gh1DeiNDkaC;gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*05|!AIVDM,2,2,8,B,wvh0,0*44|8|3|992356235|1|31|
|!AIVDM,2,1,2,B,8vjHWRh0Gh1DeiNDkaC;gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*0F|!AIVDM,2,2,2,B,wvh0,0*4E|8|3|992356235|1|31|
|!AIVDM,2,1,3,B,8vjHWRh0Gh1DeiNDkaC;gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*0E|!AIVDM,2,2,3,B,wvh0,0*4F|8|3|992356235|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhE:OAb02UC:R19eef06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*32|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhE:OAb02UC:R19eef06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*0A|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8@2<HV@0GhdURieenaC:1i8LFP8N5uOwgwl?wnSwe7wvlOwwsAwwnSGm,0*48|!AIVDM,2,2,9,A,wvh0,0*46|8|1|2300057|1|31|
||!AIVDM,1,1,,B,8@2R5Ph0GhP5Aidd0UC:P@@ERf06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*78|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhP5Aidd0UC:P@@ERf06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*7B|8|1|2655619|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhP5Aidd0UC:P@@ERf06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*4A|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2<HV@0GhedSaf9@AC:?wvlFR06EuOwgqv7wnSwe7wvlOwwsAwwnSGm,0*40|!AIVDM,2,2,1,A,wvh0,0*4E|8|1|2300057|1|31|
|!AIVDM,2,1,1,B,8@2<HV@0GhdURieenaC:1i8LFP8N5uOwgwl?wnSwe7wvlOwwsAwwnSGm,0*43|!AIVDM,2,2,1,B,wvh0,0*4D|8|1|2300057|1|31|
|!AIVDM,2,1,4,A,8@2R5Ph0GhLhJ1VMCmC:Q0epg606EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*08|!AIVDM,2,2,4,A,wvwt,0*10|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhLhJ1VMCmC:Q0epg606EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*3D|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8NjOsr00GhFPMiC1@QC7P`EwnR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*3F|8|1|992476136|1|31|
|!AIVDM,2,1,3,B,8@2<HV@0GhedSaf9@AC:?wvlFR06EuOwgqv7wnSwe7wvlOwwsAwwnSGm,0*41|!AIVDM,2,2,3,B,wvh0,0*4F|8|1|2300057|1|31|
|!AIVDM,2,1,2,A,8@2<HV@0Ghf8aIf?e1C;BA8KFP4eUuFSgwl?wnSwe7wvlOwwsAwwnSGm,0*0A|!AIVDM,2,2,2,A,wvh0,0*4D|8|1|2300057|1|31|
|!AIVDM,2,1,4,B,8@2<HV@0Ghf8aIf?e1C;BA8KFP4eUuFSgwl?wnSwe7wvlOwwsAwwnSGm,0*0F|!AIVDM,2,2,4,B,wvh0,0*48|8|1|2300057|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhGKHiVBBEC:gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*6A|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhGKHiVBBEC:gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*61|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,4,A,8@2R5Ph0GhFm8q`::eC:P85a=:06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*1B|!AIVDM,2,2,4,A,wvwt,0*10|8|1|2655619|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhFm8q`::eC:P85a=:06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*18|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhFm8q`::eC:P85a=:06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*1F|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhFm8q`::eC:P85a=:06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*19|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhFm8q`::eC:P85a=:06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*1E|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8vjHWR00Gh05I1NBtiC;gwvlFR06EuOwgrLownSwe7wvlOwwsAwwnSGmwvh0,0*60|8|3|992356232|1|31|
|!AIVDM,2,1,8,B,8vjHWR00Gh05I1NBtiC;gwvlFR06EuOwgrLownSwe7wvlOwwsAwwnSGm,0*02|!AIVDM,2,2,8,B,wvh0,0*44|8|3|992356232|1|31|
|!AIVDM,2,1,0,B,8vjHWR00Gh05I1NBtiC;gwvlFR06EuOwgrLownSwe7wvlOwwsAwwnSGm,0*0A|!AIVDM,2,2,0,B,wvh0,0*4C|8|3|992356232|1|31|
|!AIVDM,2,1,3,B,8vjHWR00Gh05I1NBtiC;gwvlFR06EuOwgrLownSwe7wvlOwwsAwwnSGm,0*09|!AIVDM,2,2,3,B,wvh0,0*4F|8|3|992356232|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhGKHiVBBEC:gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*66|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
||!AIVDM,1,1,,B,802R5Ph0GhE:OAb02UC:R19eef06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*79|8|0|2655619|1|31|
|!AIVDM,2,1,6,B,8@2<HV@0GhbQ61eJk1C7gwvlFR06EuOwgwl?,0*41|!AIVDM,2,2,6,B,wnSwe7wvlOwwsAwwnSASwvh0,0*1A|8|1|2300057|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhGPgaWfkUC:PPEV<j06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*1D|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
|!AIVDM,2,1,7,A,8@2<HV@0GheA:1euvRKP?wvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnS@3,0*1F|!AIVDM,2,2,7,A,wvh0,0*48|8|1|2300057|1|31|
|!AIVDM,2,1,7,B,8@2<HV@0Ghb1C9eLfAC:1@j;FP8n5uFagwl?,0*3C|!AIVDM,2,2,7,B,wnSwe7wvlOwwsAwwnSGmwvh0,0*23|8|1|2300057|1|31|
|!AIVDM,2,1,9,A,8@2<HV@0Ghf8aAf?e1C9i0`OFP561uFcgwl?wnSwe7wvlOwwsAwwnSGm,0*0B|!AIVDM,2,2,9,A,wvh0,0*46|8|1|2300057|1|31|
|!AIVDM,2,1,9,B,8@2<HV@0GheA:1euvRKP?wvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnS@3,0*12|!AIVDM,2,2,9,B,wvh0,0*45|8|1|2300057|1|31|
|!AIVDM,2,1,8,B,8@2<HV@0Ghau71ePnIC;P`NEnP8v=uFagwl?,0*36|!AIVDM,2,2,8,B,wnSwe7wvlOwwsAwwnSGmwvh0,0*2C|8|1|2300057|1|31|
|!AIVDM,2,1,1,B,8@2<HV@0Ghf8aAf?e1C9i0`OFP561uFcgwl?wnSwe7wvlOwwsAwwnSGm,0*00|!AIVDM,2,2,1,B,wvh0,0*4D|8|1|2300057|1|31|
|!AIVDM,2,1,4,B,8vjHD=P0GwuH7QTfFiC;gwvlFR06EuOwgrBwwnSwe7wvlOwwsAwwnSGm,0*31|!AIVDM,2,2,4,B,wvh0,0*48|8|3|992351286|1|31|
|!AIVDM,2,1,1,A,8@2<HV@0GhefkIf3TIC9iPtOnP6f1uFceWl?wnSwe7wvlOwwsAwwnSGm,0*34|!AIVDM,2,2,1,A,wvh0,0*4E|8|1|2300057|1|31|
|!AIVDM,2,1,7,B,8vjHD=P0GwuH7QTfFiC;gwvlFR06EuOwgrBwwnSwe7wvlOwwsAwwnSGm,0*32|!AIVDM,2,2,7,B,wvh0,0*4B|8|3|992351286|1|31|
|!AIVDM,2,1,3,B,8@2<HV@0GhefkIf3TIC9iPtOnP6f1uFceWl?wnSwe7wvlOwwsAwwnSGm,0*35|!AIVDM,2,2,3,B,wvh0,0*4F|8|1|2300057|1|31|
|!AIVDM,2,1,3,A,8@2<HV@0GhhJWIfGMIC;Q@hOnP4lmuFcgwl?wnSwe7wvlOwwsAwwnSGm,0*06|!AIVDM,2,2,3,A,wvh0,0*4C|8|1|2300057|1|31|
||!AIVDM,1,1,,B,8vjHWS00Gh21biN?vaC;gwvlFR06EuOwgrVgwnSwe7wvlOwwsAwwnSGmwvh0,0*71|8|3|992356236|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhEa?1bGBuC:gwvlFR06EuOwgqv9wnSwe7wvlOwwsAwwnSGmwvwt,0*4E|8|1|2655619|1|31|
|!AIVDM,2,1,1,B,8vjHWS00Gh21biN?vaC;gwvlFR06EuOwgrVgwnSwe7wvlOwwsAwwnSGm,0*1A|!AIVDM,2,2,1,B,wvh0,0*4D|8|3|992356236|1|31|
|!AIVDM,2,1,3,B,8vjHWS00Gh21biN?vaC;gwvlFR06EuOwgrVgwnSwe7wvlOwwsAwwnSGm,0*18|!AIVDM,2,2,3,B,wvh0,0*4F|8|3|992356236|1|31|
|!AIVDM,2,1,5,B,8vjHWS00Gh21biN?vaC;gwvlFR06EuOwgrVgwnSwe7wvlOwwsAwwnSGm,0*1E|!AIVDM,2,2,5,B,wvh0,0*49|8|3|992356236|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhOFkacJJuC:gwvlFR06EuOwgr0IwnSwe7wvlOwwsAwwnSAQ,0*5A|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhFv9qWG<=C:PPER<B06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*43|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8vjHWQ00GwwJlAN>g9C;gwvlFR06EuOwgr1WwnSwe7wvlOwwsAwwnSGmwvh0,0*6B|8|3|992356228|1|31|
|!AIVDM,2,1,6,B,8vjHWQ00GwwJlAN>g9C;gwvlFR06EuOwgr1WwnSwe7wvlOwwsAwwnSGm,0*07|!AIVDM,2,2,6,B,wvh0,0*4A|8|3|992356228|1|31|
|!AIVDM,2,1,4,A,805GdW@0GjuoMp2?>h39?wvlFR06EuOwgs2ownSwe7wvlOwwsAwwnSGm,0*1A|!AIVDM,2,2,4,A,wvh,2*79|8|0|5631133|1|31|
|!AIVDM,2,1,4,A,8@2R5Ph0GhEtrqadCMC:Ppamff06EuOwgqwqwnSwe7wvlOwwsAwwnSGm,0*01|!AIVDM,2,2,4,A,wvwt,0*10|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhEtrqadCMC:Ppamff06EuOwgqwqwnSwe7wvlOwwsAwwnSGmwvwt,0*34|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhEtrqadCMC:Ppamff06EuOwgqwqwnSwe7wvlOwwsAwwnSGm,0*07|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhEtrqadCMC:Ppamff06EuOwgqwqwnSwe7wvlOwwsAwwnSGm,0*00|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhEtrqadCMC:Ppamff06EuOwgqwqwnSwe7wvlOwwsAwwnSGm,0*06|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhEtrqadCMC:Ppamff06EuOwgqwqwnSwe7wvlOwwsAwwnSGm,0*0C|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhP5Aidd0UC:P@@ERf06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*48|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhFv9qWG<=C:PPER<B06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*40|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
|!AIVDM,2,1,4,A,8@2R5Ph0GhSeJadmqEC:P@<n6j06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*79|!AIVDM,2,2,4,A,wvwt,0*10|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhFv9qWG<=C:PPER<B06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*72|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8vjHWSP0Gh2Q`1N6nQC;gwvlFR06EuOwgrW7wnSwe7wvlOwwsAwwnSGmwvh0,0*5B|8|3|992356238|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhLhJ1VMCmC:Q0epg606EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*0A|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhGOKaVB1mC:P@DERf06EuOwgwl?wnP1bI?vlOwwsAwwnSAUwvwt,0*77|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhNR4AagG=C:gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSAR,0*73|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,4,B,8@2R5Ph0GhQa51fln=C:P`HN3j06EuOwgwl?,0*2E|!AIVDM,2,2,4,B,wnSwe7wvlOwwsAwwnSGmwvwt,0*7B|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhD@kac@GuC:PPL40R06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*77|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhD@kac@GuC:PPL40R06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*4F|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8vjHD=@0GwvaHiR8?QC;gwvlFR06EuOwgrG?wnSwe7wvlOwwsAwwnSGm,0*1C|!AIVDM,2,2,3,A,wvh0,0*4C|8|3|992351285|1|31|
|!AIVDM,2,1,8,A,8vjHD=@0GwvaHiR8?QC;gwvlFR06EuOwgrG?wnSwe7wvlOwwsAwwnSGm,0*17|!AIVDM,2,2,8,A,wvh0,0*47|8|3|992351285|1|31|
|!AIVDM,2,1,4,A,8vjHD=@0GwvaHiR8?QC;gwvlFR06EuOwgrG?wnSwe7wvlOwwsAwwnSGm,0*1B|!AIVDM,2,2,4,A,wvh0,0*4B|8|3|992351285|1|31|
|!AIVDM,2,1,5,A,8vjHD=@0GwvaHiR8?QC;gwvlFR06EuOwgrG?wnSwe7wvlOwwsAwwnSGm,0*1A|!AIVDM,2,2,5,A,wvh0,0*4A|8|3|992351285|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhGKHiVBBEC:gwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*64|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhQa51fln=C:P`HN3j06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*42|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhQa51fln=C:P`HN3j06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*70|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhJ=MiUVWUC:PH@@R606EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*65|!AIVDM,2,2,8,A,wvwt,0*1C|8|1|2655619|1|31|
